Text,Label,Score,text_cleaned
"Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'",sadness,0.521,heart amid deepening gloom dog finally getting cheese national lampoon deteriorada
It's always over.. until I'm no longer sober... then it feels like I wana start over #UL,sadness,0.625,over longer sober feel like wana start ul
its so unfortunate that after all these years im still struggling with depression smh,sadness,0.833,unfortunate year im struggling depression smh
Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke na☹',sadness,0.375,ghanaians not need wear black mourn tho just walk naked dodge stone na joke na
@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫,sadness,0.583,got super speeder lost license month
@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness,0.312,not fret guy mad elected real job
"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",sadness,0.333,stayed block season got people good game
@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness,0.521,thanks making super sad pizza freepizza
@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,sadness,0.5,thanks making super sad pizza sad freepizza
Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness,0.562,inadequacy slithers ear wrap neck like boy want love her mpy v quote depression poetry
&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..,sadness,0.5,amp like unhappy just leave not cheat amp view love amp shit
@teenageic0n_ you'll be pleased to know my family are blues,sadness,0.333,pleased know family blue
"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",sadness,0.675,musician tell people discouraged learning shitty instrument else
Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,sadness,0.16699999999999998,hi guy lesson skype contact info skype lesson basslessons teacher free lesson music groove rock blue
Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,sadness,0.188,rockin bob dylan singin bob dylan th dream lpco klassic rock classicrock klassicrock rocknroll blue onlineradio
feel really sad and down today😒,sadness,0.833,feel really sad today
But right now I'm feeling pretty desolate.,sadness,0.833,right feeling pretty desolate
#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,sadness,0.375,drunk people annoy sober lol fact teamfollowback rocktheretweet
@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,sadness,0.354,just pour sink let drink you
@Dark_Intell Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read.,sadness,0.438,darius article convinced time money sunk igda past year wasted good reread
i really want to read this fic i found but it's #serious and this room is full of #memes,sadness,0.292,really want read fic room meme
UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,sadness,0.333,uplift discouraged mean listening wrong voice amp looking wrong source look lord
I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,sadness,0.5,strong cause weakni beautiful cause know flawsni fearless cause afraidni laugh cause known sadness
This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,sadness,0.16699999999999998,blue junior looking forward play soon possible guitar guitarrist music
Dreams dashed and divided like million stars in the night sky.,sadness,0.688,dream dashed divided like million star night sky
You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness,0.271,not struggle not affliction youarestrong amp youarearising all
Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,sadness,0.083,fun tidbit fall asleep dancing blue latenight
The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness,0.271,sober equivalent bar woman restroom salon compliment amp friend love
"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness,0.125,lost wallet it lost it ncollege brazy
@hedgegirl I was only joking. I don't have any parents. 😈 #dark,sadness,0.375,joking not parent dark
"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness,0.917,oh btw month depressionfree time got relapse now superb depression
"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness,0.75,oh btw month depressionfree time got relapse now superb
"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness,0.562,absolutely hate apple watch io update completely buggered apps including spark awful interface too grim
"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness,0.417,animal animalsntrap trap trap till cage fullnthe cage full stay awakenin dark count mistake
Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,sadness,0.333,love happiness sadness feeling dependent person
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness,0.708,wish someday come spain play believe not going sad
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness,0.354,wish someday come spain play believe not going
Always borrow money from a pessimist; he doesn't expect to be paid back.,sadness,0.4,borrow money pessimist doe not expect paid back
But guess what ? I'm sober,sadness,0.188,guess sober
@MissFushiGaming I hashtag things and the kids always tell me to stop 😭😭😭😭😭 #sadness,sadness,0.625,hashtag thing kid tell stop sadness
"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness,0.542,sadly idiot completely overlook fact gun pointed police stupidthat ignored
"@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",sadness,0.438,little bit weary speaking not want hijack convo lgbt person seen
Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness,0.8959999999999999,away begging depression anxiety worry fear sadness ndreams joy baby foundsits andisbench
This nigga doesn't even look for his real family 🙄😂 #sad,sadness,0.7290000000000001,nigga doe not look real family sad
This nigga doesn't even look for his real family 🙄😂 ,sadness,0.25,nigga doe not look real family
So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness,0.438,blend water lienthere shrine free melancholy water lienno ray dull tide vine
God knows why you'd wanna go with a girl who's slept with half ya mates #grim,sadness,0.479,god know wanna girl slept half ya mate grim
People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness,0.604,people trying hard hate cam newton understanding position sad
People are trying too hard to hate on Cam Newton without understanding his position ,sadness,0.354,people trying hard hate cam newton understanding position
@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom,sadness,0.667,just thought disgusting man not sink lowerlike hillary depravity character
@SizweM01 and it's kinda depressing hey!!! 😑,sadness,0.667,kinda depressing hey
@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),sadness,0.229,hi little late lost girl think awesome south afrikaans
@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,sadness,0.583,no outbidded got kinda discouraged taking sweet time market stupid tho
Way to get a hold of her 😊 #depressing,sadness,0.54,way hold depressing
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness,0.7290000000000001,tvgirl like really pretty melancholic life hate
Actually I always idealize the end of my relationships .. Such a pessimist,sadness,0.6459999999999999,actually idealize end relationship pessimist
After she threw me out I had to sedate her. With a damn horse tranquilizer.',sadness,0.354,threw sedate her damn horse tranquilizer
Man city's kit is dreadful!,sadness,0.522,man city kit dreadful
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness,0.792,gaming video today old friend passed night taking time grieve thank standuptocancer
"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness,0.625,did dish yesterday fell asleep woke sink did not eat dinner dish
"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness,0.667,look like okay reality actually worn forlorn
Interesting topic this evening...  sadness &amp; low mood. #MHChat,sadness,0.708,interesting topic evening sadness amp low mood mhchat
"someone explain female human beings to me, they're depressing me ._.",sadness,0.812,explain female human being me depressing
Dont dull #Dutty_Wednesday,sadness,0.298,dont dull duttywednesday
@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,sadness,0.521,primary care doctor prescribe med refer psychiatrist eval not mess depression
@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),sadness,0.5,starved content def pout
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",sadness,0.46,specie cf don jr refugeesskittlesknow like snacksbut frown talking eating human lizardscum
Trying to make a #better_world is #depressing when it's a #failure -__-,sadness,0.812,trying make betterworld depressing failure
Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness,0.479,line not quit place ultimate strength start feel weary
That's the old me though #imachildofgod #whatistwerking #sober #married #bye,sadness,0.458,old imachildofgod whatistwerking sober married bye
@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness,0.377,sadly just did dude yell frog clinton rally day changed
Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],sadness,0.375,hurting feature tad somber attempting sense temperature
doese reading help depression or is it another form of escapism,sadness,0.667,doese reading help depression form escapism
#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,sadness,0.292,gratitude recovery health love god conscious drive hope perseverance wealthy home kid socal recoveryfit youthful sober
Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,sadness,0.828,idk people glorifying depression not wish real depression worst enemy shit worst stop acting like cool
Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness,0.438,maybe sleep chem book head sink brain
i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness,0.792,live anymore roblox got termianted sad killme lol robloxgamer
i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness,0.625,live anymore roblox got termianted killme lol robloxgamer
"Come here, let me do whatever I do with it. #dismal",sadness,0.583,come here let it dismal
"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness,0.583,come syria fucking annoyed pessimism like triggered optimism gtfo
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness,0.685,heading home cut grass heat wanna eat air conditioned adultingistheworst
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness,0.354,heading home cut grass heat wanna eat air conditioned pout adultingistheworst
"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",sadness,0.5,dreadful half not mention rashford got end couple ball pace
Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as 🐶😇,sadness,0.75,heart heavy lost furry family member remembering max ozzie forever friend
Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,sadness,0.708,awake am seriously bad throat gland feel huuge uni soon grim
@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!,sadness,0.396,lol yeah read stayed did not nap tilli collect people think got
Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,sadness,0.188,thanks sober driver real winner night clemvsgt
But God will deliver the righteous to their place of salvation: no evil shall touch them، nor shall they grieve,sadness,0.312,god deliver righteous place salvation evil shall touch shall grieve
#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness,0.467,complained head called not despair god mercy did sin ask forgiveness
gloomy days should just be for high cuddles and movies,sadness,0.354,gloomy day just high cuddle movie
"#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything' ~@Caligraphy215",sadness,0.312,quote to say know having lost yourself like saying know everything
"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",sadness,0.583,yall hyped abt girl getting hang w jb clearly look unhappy bored pic offense lol plus hate yall
Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk,sadness,0.6459999999999999,stomach cramp did not make spin class easier doe body hate digesting porridge spinning sulk
Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,sadness,0.25,special thanks amp keeping updated amp entertained dismal bb season
♪OLD FISH  #discourage,sadness,0.6559999999999999,old fish discourage
Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness,0.625,muscled man huge heart messing brain heart lost confused
@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness,0.625,hard folk realize deep hatred dive murky end pool guy nut
The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,sadness,0.7290000000000001,snapsinsta pic friend cali unbelievably depressing cause place
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness,0.563,sadly missed crucial important point indian terrorism pk kal boshan etc raw involvement
Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,sadness,0.25,remember journey unique not discouraged comparing journey is there
Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness,0.42,sejejs say cibulskis missed time rd period injury not comment is apparently not doctor
"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",sadness,0.354,biggest joke life kardashian jenner stans life dull parent proud
@NikhilTikare i like cold gloomy weather,sadness,0.396,like cold gloomy weather
"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness,0.292,cuddling literally kill depression relief anxiety strengthens immune system
"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness,0.354,taurus part perfect control emotion careful not sulky anyone
What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen,sadness,0.562,givento feel sunlight facenwhat givento lost embrace nn fallen
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,sadness,0.949,honestly not know unhappy time just want stop itnevergoes
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness,0.8959999999999999,honestly not know unhappy time just want stop unhappy depression itnevergoes
@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage,sadness,0.292,make sure young breadrins sling quick vote murky skeng votage
@NicKeaney Hope they refuse :( x #depressing,sadness,0.792,hope refuse x depressing
@Conorojo Loool understand the pessimism but it will 😂,sadness,0.417,lool understand pessimism
@nickb88 @Buster_ESPN pine rider,sadness,0.295,pine rider
This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness,0.333,took melancholy turn point difficulty happy happy am
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness,0.583,owned loser twitter sad
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness,0.542,owned loser twitter
@strong_bread dude we same fukc i lost my spectacles this morning.......,sadness,0.458,dude fukc lost spectacle morning
"#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving.",sadness,0.333,savemoney savelifes openbar weddingreception close hour early forcing guest sober driving
@tonygoldmark Yeah I won't mourn it but I'm glad I rode it the last time I visited.,sadness,0.333,yeah not mourn glad rode time visited
@diamonde my heart just sunk.,sadness,0.833,heart just sunk
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness,0.7290000000000001,feel like singing song human sadness julian cassablancas voidz sad music depression sad sadness
SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,srv voodoo child approximately time better jimi is guitar music blue
@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,sadness,0.263,involuntarily smile frown photo giggle annoying
@Tanzynia sadly David D is no longer with us imagine both together wow,sadness,0.5,sadly david d longer imagine wow
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim",sadness,0.75,not while watching lot tv conclusion whataloadoftatif not depressed afternoon tv grim
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",sadness,0.667,not while watching lot tv conclusion whataloadoftatif not depressed afternoon tv
"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",sadness,0.442,well old stubborn fact amp history discouraged
"Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober",sadness,0.417,say maw day wanna day sober october way me say ave mer chance doing movember son classicmoira glasgow sober
it's pretty depressing when u hit pan on ur favourite highlighter,sadness,0.6459999999999999,pretty depressing u hit pan ur favourite highlighter
ah #lost #mah #train of thunk.,sadness,0.417,ah lost mah train thunk
@Adrian_Specs Far from safe and staid I found it horribly OTT at times while everyone seemed to be trying just a little too hard. Not for me,sadness,0.479,far safe staid horribly ott time trying just little hard not
"@Megane_Matt @HikariMorou next to despair, hope shines even brighter (you get me Matt)",sadness,0.375,despair hope shine brighter you matt
🍂🎵☀\n#fall sounds great !\ndream #blues #rock by @RaphaelSlagg.\nGet the top album  'One Love'  by hero @BlindFret. :D,sadness,0.104,n fall sound great ndream blue rock nget album one love hero
I'd pay good money to watch someone slap that pout off Candice.,sadness,0.417,pay good money watch slap pout candice
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness,0.8959999999999999,peoplelikemebecause happy exterior not hopelessness feel inside depression anxiety anxietyprobz
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness,0.7290000000000001,peoplelikemebecause happy exterior not hopelessness feel inside anxiety anxietyprobz
"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",sadness,0.7290000000000001,dreadful day work n im gonna late class n im covered paint n work night shift
Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,sadness,0.375,want grouch dont sd want rapper
@mypalalex but still your my favorite person in DF besides grim,sadness,0.375,favorite person df grim
"@icapturpix @DRUDGE_REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub.",sadness,0.333,agree current ultraleft democratic party lost lot member including myself switched repub
"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",sadness,0.7290000000000001,best semester far depressing constantly reminded not meant greatness
Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness,0.708,synth backing track sadnessn depresspop dark alt fuckingmeup
will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness,0.7290000000000001,brawndo cure depression idiocracytoday
"If you love something, let it go. If it comes back, it is yours. If it doesn't, it never will. #sadness #accepting",sadness,0.7709999999999999,love something let go come back yours doe not will sadness accepting
"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness,0.333,kitchen sink not kitchen sink me okay friend
"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness,0.375,hit sink hammer sorry universal modifier
I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness,0.917,feel like appendix not purpose sad depressed depression lonely broken sadness hurt cry life
"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness,0.354,fault worked hard stayed course eventually paid off no let known count up
I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around 🙃,sadness,0.8959999999999999,feel like burden day waste not know bc discouraged wanna lay
@RIPPoohSavage u know ion play that shit bout my weary brother,sadness,0.583,u know ion play shit bout weary brother
I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,sadness,0.479,saw discourage following dream just want live mediocrity doe not mean should
You forever straight so fix that frown u good😇 @amayyaaag__,sadness,0.083,forever straight fix frown u good
@d6vey you are grim mate,sadness,0.5,grim mate
"@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.",sadness,0.458,final analysis nonwhite global majority not fret ethnic origin corps
the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness,0.8540000000000001,sad moment u hand exam knowing u failed grieve eating sleeping
I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness,0.75,celebrate win mourn l cause test week busy
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness,0.688,grim despair feelingi look self family hubby fought year country worked year govtgt
now im all alone and my joy's turned to moping,sadness,0.7290000000000001,im joy turned moping
RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,sadness,0.521,rm win game minute madridistas say cules stayed long watching rm win end disgusting fanbase
@1ChiefsDan Is that pessimism or do you just want him to get another week of rest and healing?,sadness,0.417,pessimism just want week rest healing
@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober,sadness,0.312,there let know sober
@kimdelacreme_ @Srgohdatzme305  I'm there... let me know ,sadness,0.292,there let know
@fpuebla3 @Osbaldo_A lost a friend too,sadness,0.667,lost friend
@susanbrodigan @lyricconcert Ha yes- the look of despair!,sadness,0.479,ha yes look despair
"@ImNotInfected — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —",sadness,0.438,help her concern clouded green eye not having seen girl wood
@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,sadness,0.271,yes right mean wish not discouraged mikeandmolly parallel really
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness,0.542,bain life having drive cash point shop change pound coin gym bastard sunbed grim
@wombletheballer well done bro😏 #blues #stategames #captain #shootthegerman,sadness,0.229,bro blue stategames captain shootthegerman
"@AFCGraMaChroi oh, sorry if I've discouraged you 😂",sadness,0.396,oh sorry discouraged
"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness,0.604,city famous shamble sadly old street centre play second fiddle stadium debacle nowadays
Clean the #sink and make your #bathroom shine.,sadness,0.121,clean sink make bathroom shine
"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",sadness,0.562,her mind dark roomndeveloping madness
Feels like I lost my best friend #lost #fml #missingyou,sadness,0.833,feel like lost best friend lost fml missingyou
@Micky_A_Lawson Paddy McNair is our joint top scorer......yeah.....justlet that sink in haha,sadness,0.208,paddy mcnair joint scoreryeahjustlet sink haha
*Sigh*  #saddness #afterellen #shitsucks,sadness,0.875,sigh saddness afterellen shitsucks
@BoardEveryday @turnorder @pinchback21 80s new wave/techno - or jazz / blues depending my mood,sadness,0.271,s new wavetechno jazz blue depending mood
@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here 😊,sadness,0.28,retired minute ago blue
It's been 5 weeks and I still go through depression smh,sadness,0.917,week depression smh
People too weak to follow their own dreams will always find a way to discourage yours.,sadness,0.562,people weak follow dream way discourage yours
"It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",sadness,0.688,possible changing med best not stress difficult tell despair circumstantial drug
@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.,sadness,0.479,eliminate hanging tongue campaign dismal failure
@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,sadness,0.25,uplift discouraged mean ur listening wrong voice amp looking wrong source look lord
"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",sadness,0.231,know just slightly high state sober high af beautiful wish feel like
"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",sadness,0.7979999999999999,troyler die gonna die themn troyler sadness fuckinlifeisnotafairytale
Never let the sadness of your past ruin your future,sadness,0.292,let sadness past ruin future
@nadinekellman yes I can. Don't discourage me.,sadness,0.292,yes can not discourage me
"them cold, dark nights are slowly creeping in 🌌",sadness,0.542,cold dark night slowly creeping
"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",sadness,0.375,going blow money idk sacrifice willing make
@rclemmons much #sadness and #heartbreak,sadness,0.75,sadness heartbreak
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃,sadness,0.688,depressing seeing fam packing holiday tomorrow just staying
"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",sadness,0.24,gloomy day im cuddled bed watching brendon covering song relaxed happy
Should've stayed at school cause ain't nobody here,sadness,0.417,stayed school cause ai not
@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness,0.542,sorry missed stayed late working pondering life
@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,sadness,0.479,ongoing affliction cure shiro
It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.',sadness,0.562,depressing sort wordpress plugin recommendation not best least offensive term premium feature
"*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",sadness,0.375,want body look certain wayneats cooky mac n cheese kitchen sink small neighbor child
Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),sadness,0.479,engine run fuel called whining nnu jst hv b observantnhar din rona dhona amp complain nhappy news make unhappy
Caballero's passing remains absolutely dreadful I see!,sadness,0.667,caballero passing remains absolutely dreadful see
Listening to old school house music kentphonic-sunday showers 'hanging around' 'sing it back' #blues,sadness,0.375,listening old school house music kentphonicsunday shower hanging around ising back blue
"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",sadness,0.271,truly feel like science ability make milk cashew milk hemp milk pine nut milk dandelion milk
@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,sadness,0.24,messin wait brilliant stuff
@AniahROSE I know smh. My heart sunk into my stomach.,sadness,0.762,know smh heart sunk stomach
"How many tweets is that now? How fast was I going? God, I love being #sober and #intelligent.",sadness,0.312,tweet now fast going god love sober intelligent
"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",sadness,0.6459999999999999,lol day gloomy people canceled stayed bed
@funkxwidme only #true #depression #fans will get this one 😂😂,sadness,0.562,true depression fan
I'm looking for a good promoter #rock #blues,sadness,0.188,looking good promoter rock blue
@danhirtle @Bell Another unhappy customer.  #secreteyes,sadness,0.6459999999999999,unhappy customer secreteyes
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",sadness,0.312,new hate judge judy sponsorship style looking thing worked recovery sober cantconacon
@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like 😂 mine comes out patchy. It's the only dark color by her I have tho.,sadness,0.312,amp did not like come patchy dark color tho
I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,sadness,0.737,know final day summer finale sadness
lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness,0.188,lost lb got married eating healthy amp ive gone mile mile week areyousureimagedout fitness
@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness,0.583,evil corrupt fuck knocking about wrong people die telling you job grim reaper
